0.815696	0.249668	1.065968
-0.240583	0.088998	0.897053
-0.229543	0.082816	0.892143
0.043901	0.038692	1.005463
0.023087	0.017585	1.007484
0.815302	0.006459	1.253619
0.512138	-0.402297	1.438870
-0.077032	-0.298283	1.336727
0.593842	-0.110390	1.186532
0.632777	-0.137900	1.231513
-0.361520	-0.302954	1.272109
-0.127136	-0.006484	0.963576
0.561599	-0.168224	1.202571
0.484935	-0.205032	1.250439
0.550534	-0.254287	1.301252
0.317981	0.096474	0.954198
0.275788	0.102462	0.954165
0.164911	0.209616	0.872888
0.161538	0.206621	0.851912
0.792293	-0.256978	1.329221
0.758228	-0.127450	1.261545
0.179508	0.242226	0.817766
0.155165	0.213667	0.817181
0.431702	-0.021940	1.104861
0.401468	-0.058022	1.139616
-0.036910	-0.016819	1.024281
-0.044505	-0.318660	1.373537
0.247409	-0.088194	1.128106
0.230501	-0.081710	1.112152
0.228247	-0.136581	1.161739
-0.240198	-0.145637	1.155934
0.873977	-0.081088	1.190313
-0.035894	0.183169	0.820651
-0.149224	0.129050	0.878122
0.214226	0.187407	0.863620
0.238332	0.166384	0.893933
0.221207	0.178114	0.876891
0.273407	0.253887	0.812449
0.465161	-0.186790	1.235663
0.432585	-0.228769	1.277717
0.499510	-0.282316	1.339712
0.248233	0.063766	0.975615
0.226037	0.021787	0.998495
-0.342613	-0.267937	1.257396
0.017797	-0.092042	1.131809
-0.014690	-0.096086	1.114987
0.021646	-0.134873	1.154692
0.185087	0.087032	0.979292
0.130727	0.023362	1.008004
0.542651	-0.113548	1.184885
0.501175	-0.124749	1.199046
0.426104	-0.088828	1.151886
0.379915	-0.089633	1.135880
0.433707	-0.165244	1.225252
0.316513	-0.023869	1.075971
0.346852	-0.039615	1.106407
0.589681	-0.050668	1.129141
0.149489	0.089471	0.936752
0.254131	0.143976	0.916483
0.214391	0.144482	0.885954
-0.049599	-0.102360	1.114804
-0.094084	-0.081226	1.090099
-0.098847	-0.152662	1.169086
0.782680	-0.329875	1.382946
0.101186	-0.215724	1.258705
0.322836	-0.075669	1.126552
0.365684	-0.170867	1.212325
-0.075896	0.225406	0.786010
0.085202	0.180963	0.856373
0.046298	0.027826	0.674286
-0.050816	0.039788	0.986552
0.222965	-0.033281	1.089904
0.045573	0.129604	0.869458
-0.040641	0.194808	0.818495
0.272191	-0.182716	1.213959
0.687632	0.115842	1.046865
0.130282	0.213637	0.810838
0.108491	0.169236	0.702153
0.126815	0.137512	0.899485
0.066983	0.137399	0.872406
0.095788	0.096800	0.952965
0.195384	-0.019876	0.125353
-0.009908	0.005861	1.007497
0.079740	0.074153	0.956465
0.079593	0.022000	1.006693
0.190994	-0.129219	1.163674
-0.129192	0.171387	0.840239
-0.121779	0.150185	0.859740
-0.147902	0.149016	0.855522
0.336585	0.020313	1.041181
0.291525	0.049415	1.020736
0.184369	-0.020849	1.048527
0.157909	-0.052267	1.075031
0.106076	-0.094524	1.123830
0.064674	-0.113462	1.129340
0.089718	-0.130334	1.133519
-0.122622	0.058001	0.995165
-0.144083	0.013702	0.965531
0.101794	-0.062257	1.088533
0.049387	-0.034206	1.104185
0.032712	0.079973	0.951846
0.017681	0.073012	0.937502
-0.011779	0.006025	1.015577
0.346494	0.095739	0.976716
0.028668	0.192483	0.839970
0.045043	0.049184	0.983721
0.155765	0.025355	1.006939
0.129726	0.023573	1.015748
0.881745	-0.199823	1.319746
0.755995	-0.037212	1.089040
-0.240892	-0.061726	1.035818
0.583947	-0.041085	1.145483
0.591485	-0.110055	1.187497
0.497535	-0.052033	1.123140
0.460040	-0.185125	1.214481
0.502114	-0.285434	1.352460
0.746099	-0.114237	1.260628
0.733691	-0.123897	1.210351
0.925767	-0.350134	1.334081
-0.045033	-0.318213	1.368400
-0.157305	-0.255005	1.258417
-0.110911	-0.252489	1.199461
0.399641	-0.008564	1.066735
0.428489	-0.021532	1.096897
0.401468	-0.058022	1.139616
0.540494	-0.114126	1.178444
0.493533	-0.122564	1.180204
-0.317416	-0.159903	1.155321
0.162473	0.202479	0.842031
-0.094084	-0.081226	1.090099
0.270936	-0.182706	1.215974
0.214226	0.187407	0.863620
0.218208	0.177607	0.867387
0.634179	-0.220787	1.256997
0.668602	-0.168824	1.229580
0.792293	-0.256978	1.329221
0.323279	-0.074946	1.134215
0.333687	-0.142673	1.141993
-0.212417	0.147377	0.851754
0.185573	-0.146129	1.160924
0.161964	-0.121766	1.149888
-0.163194	0.199699	0.785944
0.213818	0.146762	0.900818
0.433707	-0.165244	1.225252
0.487167	-0.206712	1.262079
0.865076	0.008295	1.150226
0.460738	0.210025	0.875846
0.878531	-0.312435	1.341771
0.860101	-0.299265	1.338247
0.893053	-0.406738	1.473203
0.660446	0.189208	0.927849
-0.020844	-0.097489	1.149662
0.023145	-0.132757	1.144946
0.511938	-0.293408	1.274086
-0.395724	-0.238691	1.248995
-0.165251	0.100602	0.902515
0.253562	0.218870	0.855856
0.344443	0.015997	1.035940
0.274691	-0.008858	1.018331
0.343830	-0.039896	1.090540
-0.116430	0.005194	1.045721
-0.130832	0.002931	1.006114
0.395162	0.031217	1.041588
0.745911	-0.303978	1.384939
0.848268	-0.383152	1.426777
0.285745	-0.088387	1.138164
0.211391	-0.118878	1.157411
0.231644	-0.137594	1.173669
0.046252	0.129384	0.867574
0.449274	0.045217	1.045506
-0.090473	0.093280	0.985076
0.278992	-0.007898	1.073112
0.204430	-0.011504	0.911902
0.260427	-0.063826	1.109548
0.106956	-0.095245	1.125189
-0.044934	-0.051756	1.062023
0.253749	0.042945	0.996086
-0.047679	0.038747	0.972212
0.071612	0.095991	0.950874
-0.142339	0.177704	0.875009
-0.164157	0.150063	0.851210
0.034977	0.000763	1.075907
0.027278	-0.065791	1.094880
0.058682	-0.193863	1.211862
0.362312	0.198925	0.877378
0.106717	0.146803	0.823779
0.082863	0.164315	0.867890
-0.061442	0.120095	0.894028
-0.008423	0.098406	0.927715
0.120684	0.055966	0.970271
0.079740	0.074153	0.956465
0.103358	0.037865	0.983144
0.072102	0.010031	1.014177
-0.041156	0.194116	0.818507
0.087523	0.238563	0.795198
0.107127	0.212947	0.869203
0.184707	-0.023688	1.052237
0.136577	-0.017160	1.056461
-0.113248	-0.003923	1.014518
0.052951	0.191247	0.870872
0.019405	0.158581	0.851072
0.020471	0.239274	0.795753
-0.032760	0.213663	0.801512
0.119901	-0.002384	1.034751
0.093836	-0.053225	1.078736
0.005240	0.073739	0.985287
0.035516	0.022572	1.008031
0.017906	0.041971	0.981958
0.365684	-0.170867	1.212325
0.509652	-0.401855	1.437353
0.615515	-0.282656	1.287452
-0.172668	-0.128568	1.178931
0.136366	-0.037059	1.062173
0.138611	-0.059855	1.083024
0.342416	0.180236	0.906206
0.126605	0.138932	0.594637
0.092370	0.200757	0.798762
-0.080955	0.212844	0.745465
0.094444	0.096203	0.950136
0.071612	0.095991	0.950874
0.663963	0.170515	0.997179
0.100772	0.144043	0.853837
0.067492	0.156663	0.944445
-0.288614	-0.078552	1.076438
-0.163978	-0.112359	1.153929
-0.184543	-0.132623	1.218996
0.380583	-0.090323	1.145050
0.433610	-0.161362	1.244168
0.427680	-0.022373	1.093047
0.396841	-0.057612	1.123168
0.494306	0.284196	0.880212
0.503151	0.245077	0.876306
0.417630	0.304856	0.955139
0.212029	-0.118388	1.156452
-0.045239	-0.099791	1.092163
-0.076780	-0.146815	1.139111
-0.118623	-0.162243	1.253055
0.137489	-0.175284	1.167979
-0.090545	0.131214	0.860713
0.944257	-0.085761	1.315828
-0.026393	-0.016141	1.052972
-0.066584	-0.057599	1.062566
-0.015741	-0.097060	1.118239
0.023307	-0.132806	1.149492
-0.263112	0.033130	0.974465
0.631119	-0.214390	1.284766
